Name,Latest Chapter,Dated Released,depth,Genre,Status,Rating,img-link
Koibito No Namae,Chapter 5: Kimochi No Yukue [End],"Oct 16,20",131,"Comedy,Drama,Mature,Psychological,Romance,School life,Yaoi",Completed,4.08,https://avt.mkklcdnv6temp.com/27/p/4-1583470823.jpg
Maken X Another,Vol.3 Ch.21 : Conjuring [End],"Jan 21,16",412,"Action,Psychological,Sci fi,Seinen,Supernatural",Completed,4.08,https://avt.mkklcdnv6temp.com/39/e/10-1583483589.jpg
The End Of Youth,Vol.1 Ch.6,"Jan 20,16",528,"Drama,Psychological,Slice of life,Yaoi",Completed,4.08,https://avt.mkklcdnv6temp.com/7/q/9-1583480389.jpg
Hagakure No Koi,Vol.1 Ch.6 : A Snow White Chest,"Jan 20,16",617,"Historical,Yaoi",Completed,4.08,https://avt.mkklcdnv6temp.com/34/r/12-1583487126.jpg
Akatsuki No Yona,Chapter 207,"Apr 20,21",24,"Action,Adventure,Comedy,Drama,Fantasy,Romance,Shoujo,Supernatural",Ongoing,4.08,https://avt.mkklcdnv6temp.com/42/z/1-1583465399.jpg
Masamune-Kun's Re○○○,Chapter 11,"Apr 17,21",27,"Comedy,School life,Shounen,Slice of life",Ongoing,4.08,https://avt.mkklcdnv6temp.com/47/a/17-1583496959.jpg
"Pregnant Wife, One Plus One",Chapter 87,"Apr 11,21",31,"Drama,Fantasy,Romance,Slice of life",Ongoing,4.08,https://avt.mkklcdnv6temp.com/49/l/21-1597599237.jpg
Senpai Ga Oyobidesu!,Chapter 20,"Mar 20,21",42,"Comedy,School life,Seinen,Shoujo ai",Ongoing,4.08,https://avt.mkklcdnv6temp.com/32/k/22-1603766435.jpg
Ero Manga Sensei,Chapter 76: Sagiri And The Cohabitation (1),"Mar 14,21",54,"Comedy,Drama,Ecchi,Harem,Romance,Shounen",Ongoing,4.08,https://avt.mkklcdnv6temp.com/7/y/1-1583463978.jpg
Higurashi No Naku Koro Ni Rei - Saikoroshi-Hen,Vol.1 Chapter 6: One World,"Mar 11,21",58,"Drama,Horror,Mystery,Psychological",Ongoing,4.08,https://avt.mkklcdnv6temp.com/37/r/23-1614878415.jpg
Blend-S,Read more,"Mar 05,21",68,"Comedy,Romance,Slice of life",Ongoing,4.08,https://avt.mkklcdnv6temp.com/37/f/23-1614876375.jpg
Sairin Yuusha No Fukushuu Hanashi,Chapter 9,"Feb 18,21",84,"Action,Adventure,Fantasy",Ongoing,4.08,https://avt.mkklcdnv6temp.com/23/c/22-1601569218.jpg
Yuze Of The Peach Blossom Springs,Chapter 28,"Dec 21,20",114,"Historical,Mystery,Shounen,Supernatural,Webtoons,Yaoi,Yuri",Ongoing,4.08,https://avt.mkklcdnv6temp.com/36/l/16-1583494775.jpg
Imperial Nian Masters,Chapter 19,"Dec 06,20",118,"Action,Fantasy",Ongoing,4.08,https://avt.mkklcdnv6temp.com/37/c/21-1595615132.jpg
Golden Change,Chapter 20,"Sep 30,20",136,"Fantasy,Webtoons",Ongoing,4.08,https://avt.mkklcdnv6temp.com/41/a/14-1583491173.jpg
"Forced Marriage, True Love",Chapter 4,"Aug 24,20",146,"Comedy,Drama,Romance,Webtoons",Ongoing,4.08,https://avt.mkklcdnv6temp.com/29/w/21-1592536274.jpg
Money-To-Burn System,Chapter 45,"Jul 25,20",153,"Action,Comedy,Drama,Sci fi,Shoujo,Manhwa",Ongoing,4.08,https://avt.mkklcdnv6temp.com/3/u/21-1587114738.jpg
Qin Si,Chapter 14: Eternal Longing (5),"Jun 22,20",159,"Action,Adventure,Fantasy,Supernatural",Ongoing,4.08,https://avt.mkklcdnv6temp.com/8/q/17-1583495575.jpg
Chi To Chocolate,Chapter 20,"Feb 26,20",181,"Mystery,School life,Shoujo",Ongoing,4.08,https://avt.mkklcdnv6temp.com/8/z/15-1583491785.jpg
"Take Care, My Demon King",Chapter 75,"Jan 05,20",191,"Drama,Ecchi,Fantasy,Romance,Supernatural,Webtoons",Ongoing,4.08,https://avt.mkklcdnv6temp.com/40/d/18-1583498658.jpg
I Don't Want To Leave Bachelorhood Just Like That,Chapter 81,"Dec 15,19",196,"Comedy,Supernatural,Webtoons,Yaoi",Ongoing,4.08,https://avt.mkklcdnv6temp.com/25/w/17-1583496184.jpg
Kindaichi Shounen No Jikenbo Gaiden: Hannin-Tachi No Jikenbo,Vol.2 Chapter 25: Hiren Lake Murder Case (4),"Oct 15,19",207,"Comedy,Drama,Mystery,Shounen",Ongoing,4.08,https://avt.mkklcdnv6temp.com/2/h/17-1583495343.jpg
Mobile Suit Gundam Age: First Evolution,Vol.3 Chapter 11: Those Tears Falling In Space,"Sep 28,19",210,"Action,Adventure,Drama,Mecha,Romance,Sci fi,Shounen",Ongoing,4.08,https://avt.mkklcdnv6temp.com/3/w/19-1583499220.jpg
Vanilla Chocolate Cigarette,Chapter 5.5,"Aug 04,19",221,"Romance,Slice of life,Yaoi",Ongoing,4.08,https://avt.mkklcdnv6temp.com/45/j/16-1583495100.jpg
Ao No Haha,Vol.4 Chapter 19: Poisoned Tsukino,"Jun 10,19",230,"Comedy,Drama,Josei,Mystery,Psychological,Romance,Supernatural",Ongoing,4.08,https://avt.mkklcdnv6temp.com/8/l/18-1583497411.jpg
Stories From The Shopping District,Chapter 6,"Apr 05,19",240,"Comedy,Drama,Romance,Slice of life,Yaoi",Ongoing,4.08,https://avt.mkklcdnv6temp.com/12/k/18-1583497565.jpg
The Aesthetic Of Good Looking,Chapter 2 [End],"Apr 01,19",241,"Romance,Shounen ai,Webtoons",Ongoing,4.08,https://avt.mkklcdnv6temp.com/9/n/18-1583497448.jpg
Buzzfeed Comics,Chapter 426,"May 01,18",290,"Adventure,Comedy,Webtoons",Ongoing,4.08,https://avt.mkklcdnv6temp.com/33/m/1-1583465012.jpg
Dosa,Chapter 092,"Jan 20,18",304,"Action,Fantasy,Webtoons",Ongoing,4.08,https://avt.mkklcdnv6temp.com/42/h/14-1583491213.jpg
Shinju Bl,Vol.1 Ch.3 : Yake Nogahara,"Nov 07,16",367,"Adult,Adventure,Comedy,Drama,Smut,Yaoi",Ongoing,4.08,https://avt.mkklcdnv6temp.com/34/s/14-1583490959.jpg
Tohazugatari,Vol.1 Ch.2 : Does The Deception Stop Here?,"Jan 21,16",429,"Historical,Romance,Shoujo",Ongoing,4.08,https://avt.mkklcdnv6temp.com/11/j/10-1583482576.jpg
My Son Might Be Gay,Vol.3 Chapter 46: Hairstyle,"Mar 09,21",63,"Comedy,Slice of life",Ongoing,4.08,https://avt.mkklcdnv6temp.com/17/z/19-1583499797.jpg
Prime Minister Is My Concubine,Chapter 33,"Apr 24,21",15,"Comedy,Fantasy,Historical",Ongoing,4.08,https://avt.mkklcdnv6temp.com/38/s/23-1615135961.jpg
Uso De Ii Node,Chapter 1,"Jun 07,17",346,"Doujinshi,Shoujo ai",Completed,4.07,https://avt.mkklcdnv6temp.com/28/w/15-1583492529.jpg
Karekore!!,Chapter 1,"May 18,17",348,"One shot,Shounen ai",Completed,4.07,https://avt.mkklcdnv6temp.com/25/e/15-1583492360.jpg
Wane Koi Tsumi,Vol.1 Ch.1,"Jan 21,16",432,"Fantasy,One shot,Smut,Yaoi",Completed,4.07,https://avt.mkklcdnv6temp.com/6/r/10-1583482414.jpg
Happy Ending,Vol.2 Chapter 12,"Jan 20,16",456,"Drama,Romance,Sci fi,Slice of life,Tragedy,Yaoi",Completed,4.07,https://avt.mkklcdnv6temp.com/18/w/13-1583488431.jpg
Zodiac Boys,Ch.6 : Shuu-Chan’S New Year’S Greeting Card (Takao Hiroi) [End],"Jan 20,16",526,"Comedy,Shounen ai,Yaoi",Completed,4.07,https://avt.mkklcdnv6temp.com/36/r/4-1583471194.jpg
090 ~Eko To Issho~,Ch.61 : Extra,"Jan 20,16",618,"Comedy,Drama,Romance,School life,Sci fi,Shounen",Completed,4.07,https://avt.mkklcdnv6temp.com/15/f/4-1583470291.jpg
Running A Love Hotel With My Math Teacher,Chapter 164,"Apr 28,21",2,"Romance,School life,Shoujo",Ongoing,4.07,https://avt.mkklcdnv6temp.com/7/d/24-1619023798.jpg
Divine Hero’S Skyfall System,Chapter 198,"Apr 27,21",4,"Action,Fantasy,Shounen",Ongoing,4.07,https://avt.mkklcdnv6temp.com/47/t/21-1597205754.jpg
Ceo's Sudden Proposal,Chapter 330,"Apr 27,21",6,"Romance,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/17/t/18-1583497779.jpg
Let's Have A Baby Dragon,Chapter 163,"Apr 27,21",5,Shounen ai,Ongoing,4.07,https://avt.mkklcdnv6temp.com/24/e/16-1583494336.jpg
"Fiery Boss, Control Yourself!",Chapter 70,"Apr 24,21",16,"Drama,Romance,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/30/h/22-1603442747.jpg
Tied Up In Twins,Chapter 52 : Epilogue 3 [ End ],"Apr 17,21",27,"Drama,Romance,Shounen ai,Yaoi,Manhwa",Ongoing,4.07,https://avt.mkklcdnv6temp.com/2/w/24-1617807809.jpg
The Rhodes Island Experiences,Chapter 330,"Mar 18,21",45,"Comedy,Slice of life",Ongoing,4.07,https://avt.mkklcdnv6temp.com/39/k/21-1595863257.jpg
Only For You,Chapter 9: Episode 9,"Mar 16,21",49,"Comedy,Josei,Romance,Slice of life",Ongoing,4.07,https://avt.mkklcdnv6temp.com/11/w/22-1599814827.jpg
Our Sect Does Alchemy,"Chapter 5.3: Oh Crap, Shifu....","Feb 11,21",88,"Comedy,Martial arts,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/14/q/21-1589694757.jpg
A Girl Like A Pilgrim,Chapter 27: The Friend Next Door [End],"Dec 23,20",113,"Drama,Romance,Shoujo,Shoujo ai,Slice of life,Yuri",Ongoing,4.07,https://avt.mkklcdnv6temp.com/25/r/19-1583500121.jpg
No Way,Chapter 44,"Oct 04,20",134,"Action,Comedy,Fantasy,Shounen ai,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/24/p/22-1601722393.jpg
Tourou No Ori,Chapter 17,"Sep 21,20",139,"Drama,Psychological,Tragedy,Yaoi",Ongoing,4.07,https://avt.mkklcdnv6temp.com/19/q/1-1583464468.jpg
"Princess, Is That Holy Water?","Chapter 7: The Tale Of How The Princess, Whose P** Is An Elixir, Saved A Cat","Aug 20,20",147,"Comedy,Ecchi,Fantasy,Slice of life",Ongoing,4.07,https://avt.mkklcdnv6temp.com/43/v/19-1583500773.jpg
Demon Alpha-My Dark Sweet Heart,Chapter 22,"Mar 22,20",176,"Fantasy,Romance,Supernatural,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/1/w/19-1583501065.jpg
Captain's Tender Love,Chapter 91,"Jan 31,20",186,"Drama,Romance,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/36/w/18-1583498525.jpg
My First Love Is A Problem Boy,Chapter 36,"Sep 23,19",211,"Romance,School life,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/25/d/19-1583500098.jpg
Long Yin - Monster,Chapter 40: Fattie,"Aug 10,19",220,"Comedy,Drama,Ecchi,Fantasy,School life,Seinen,Slice of life",Ongoing,4.07,https://avt.mkklcdnv6temp.com/36/f/17-1583496564.jpg
Dissolving Series,Chapter 7: Children Of The Earth [End],"Jan 21,19",252,"Horror,Josei,School life",Ongoing,4.07,https://avt.mkklcdnv6temp.com/29/k/8-1583479294.jpg
Soldier's Punishment,Chapter 5,"Nov 28,17",332,"Mature,Romance,School life,Yaoi",Ongoing,4.07,https://avt.mkklcdnv6temp.com/50/f/14-1583491481.jpg
Mitsu-Tsuki,Vol.1 Ch.2,"Feb 15,17",357,"Josei,Romance,Smut",Ongoing,4.07,https://avt.mkklcdnv6temp.com/5/d/15-1583491653.jpg
Idol Wa Xxxx Nante Shimasen!,Chapter 7,"Jan 21,16",404,"Comedy,Drama,Ecchi,Romance,Seinen,Slice of life",Ongoing,4.07,https://avt.mkklcdnv6temp.com/2/o/11-1583484084.jpg
Melting Your Icy Heart,Chapter 140,"Mar 02,20",180,"Action,Romance,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/35/w/20-1583502418.jpg
Face On,Chapter 28,"Oct 04,20",134,"Drama,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/44/u/18-1583498839.jpg
Princess In The Prince's Harem,Chapter 141: End Of Season 1,"Nov 08,20",125,"Comedy,Drama,Gender bender,Historical,Romance,Shoujo,Manhua",Ongoing,4.07,https://avt.mkklcdnv6temp.com/38/s/16-1583494857.jpg
Super School Doctor,Chapter 82,"Apr 21,21",22,"Ecchi,Harem,Romance,School life",Ongoing,4.07,https://avt.mkklcdnv6temp.com/29/d/21-1592300756.jpg
Chitose Etc.,Chapter 34.5: Decadence & Evil Flowers,"Apr 26,21",8,"Romance,School life,Shoujo",Ongoing,4.07,https://avt.mkklcdnv6temp.com/3/l/1-1583463801.jpg
Honey Bunny!,Chapter 20,"Apr 11,20",172,"Comedy,Romance,Sci fi,Shoujo",Completed,4.06,https://avt.mkklcdnv6temp.com/16/z/5-1583472511.jpg
Koi No Shoshinsha Mark,Vol.1 Ch.4,"Jan 20,16",484,"Adult,Smut,Yaoi",Completed,4.06,https://avt.mkklcdnv6temp.com/48/x/12-1583487676.jpg
Kono Uta Wa Kimi No Tameni,Vol.1 Chapter 4,"Jan 20,16",487,"Adult,Drama,Josei,Romance,Smut",Completed,4.06,https://avt.mkklcdnv6temp.com/47/a/12-1583487607.jpg
Harem End,Vol.1 Ch.8.5 : Godly Ramen,"Jan 20,16",600,"Comedy,Horror,Mature,Seinen",Completed,4.06,https://avt.mkklcdnv6temp.com/20/r/4-1583470518.jpg
Kimi Ni Wa Katenai!,Vol.03 Chapter 006.5 : Extra,"Dec 27,17",321,"Comedy,Mature,School life,Yaoi",Completed,4.06,https://avt.mkklcdnv6temp.com/10/t/16-1583493861.jpg
Omoni Naitemasu,Chapter 19: Fighting!,"Mar 19,21",44,"Comedy,Seinen",Ongoing,4.06,https://avt.mkklcdnv6temp.com/21/e/1-1583464530.jpg
"A Boy Who Has Been Reincarnated Twice Spends Peacefully As An S-Rank Adventurer, ~ I Who Was A Sage And A Hero Of Previous World, Will Live In Peacefullness In The Next World~",Chapter 20: A Past And The Illness,"Mar 13,21",55,"Action,Adventure,Comedy,Harem,Shounen",Ongoing,4.06,https://avt.mkklcdnv6temp.com/23/o/18-1583498013.jpg
You Shou Yan,Chapter 3: It's Not Easy To Care For Friends Who Come From Afar,"Feb 09,21",90,"Comedy,Fantasy,Historical,Supernatural,Webtoons",Ongoing,4.06,https://avt.mkklcdnv6temp.com/27/a/22-1602398509.jpg
The Planet Walks Alone,Chapter 78: Ch29: Death And The Future (2),"Jan 26,21",99,"Drama,School life,Shoujo,Slice of life,Webtoons",Ongoing,4.06,https://avt.mkklcdnv6temp.com/14/j/18-1583497642.jpg
"Why Don't You Lift Up That Skirt And Show Me Yours, Sister?",Chapter 15 [End],"Jan 06,21",107,"Ecchi,Fantasy,Harem,Romance,Shoujo,Smut",Ongoing,4.06,https://avt.mkklcdnv6temp.com/20/z/19-1583499916.jpg
Imagine 29,Vol.3 Chapter 14,"Jan 03,21",108,"Adult,Comedy,Drama,Josei,Romance,Slice of life",Ongoing,4.06,https://avt.mkklcdnv6temp.com/11/b/17-1583495662.jpg
Hummingbird Effect,Chapter 9,"Oct 24,20",129,"Drama,Romance,School life,Slice of life,Tragedy,Webtoons,Yuri",Ongoing,4.06,https://avt.mkklcdnv6temp.com/8/e/18-1583497401.jpg
Legend Of A Strongest Man Nakane,Chapter 9: Future,"Sep 01,20",144,"Comedy,Drama,Psychological,Seinen,Slice of life,Tragedy",Ongoing,4.06,https://avt.mkklcdnv6temp.com/6/u/17-1583495505.jpg
Mote Ne!?,Vol.1 Chapter 4: I Want To Know,"Jun 18,20",160,"Comedy,Ecchi,Romance,School life,Seinen",Ongoing,4.06,https://avt.mkklcdnv6temp.com/35/y/10-1583483470.jpg
The Last First Love,Chapter 18,"Jun 05,20",162,"Drama,Romance,Webtoons",Ongoing,4.06,https://avt.mkklcdnv6temp.com/18/d/21-1590252612.jpg
Attack Of Heaven,Chapter 1,"Jun 14,20",161,"Action,Adventure,Comedy,Ecchi,Fantasy",Ongoing,4.06,https://avt.mkklcdnv6temp.com/27/a/21-1592065903.jpg
Tama Kick,"Vol.5 Chapter 29: Finally, The Climax!!","Jan 30,20",186,"Action,Adult,Comedy,Seinen,Supernatural",Ongoing,4.06,https://avt.mkklcdnv6temp.com/5/t/17-1583495469.jpg
Otome Ouji,Chapter 9 [End],"Jan 20,20",188,"Comedy,Gender bender,School life,Seinen,Shoujo ai",Ongoing,4.06,https://avt.mkklcdnv6temp.com/2/f/8-1583478257.jpg
Similar Terms,Chapter 7 [End],"Dec 31,19",192,"Mature,Mystery,Psychological,Yaoi",Ongoing,4.06,https://avt.mkklcdnv6temp.com/26/p/15-1583492415.jpg
My Boyfriend Is Younger Than Me,Chapter 22,"Nov 29,19",199,"Comedy,Romance,Webtoons",Ongoing,4.06,https://avt.mkklcdnv6temp.com/43/p/19-1583500765.jpg
Mowang Yu Yongzhe Yu Sheng Jian Shendian,Chapter 117,"Nov 08,19",202,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,Seinen",Ongoing,4.06,https://avt.mkklcdnv6temp.com/40/h/2-1583467252.jpg
Otokojuku Side Story: Crimson!! Women's Private School,Vol.3 Chapter 12: Decisive Battle!! Great Student Alliance Specialty: Lacrosse,"Jul 12,19",225,"Comedy,School life,Seinen",Ongoing,4.06,https://avt.mkklcdnv6temp.com/5/z/17-1583495477.jpg
Yoake Wo Matsu Kimi No Tame Ni,Chapter 1,"Jul 20,18",277,"Romance,Yaoi",Ongoing,4.06,https://avt.mkklcdnv6temp.com/39/z/16-1583494899.jpg
Bokura No Koi O Kimi Wa Shiranai,Vol.1 Chapter 2,"Sep 15,17",338,"Drama,Romance,Yaoi",Ongoing,4.06,https://avt.mkklcdnv6temp.com/45/s/15-1583493305.jpg
Honnou Honey,Vol.1 Chapter 5,"Jan 20,16",462,"Romance,Shoujo,Smut",Ongoing,4.06,https://avt.mkklcdnv6temp.com/14/u/13-1583488279.jpg
Imouto! Android,Vol.1 Ch.1,"Jan 20,16",592,"Adult,Comedy,Ecchi,Harem,Romance,School life,Seinen,Yuri",Ongoing,4.06,https://avt.mkklcdnv6temp.com/29/u/3-1583468851.jpg
Abunai Koto Shite Mitai,"Vol.1 Ch.2 : In A Dangerous Spot, By Akigawa Keiko","Jan 20,16",544,"One shot,Romance,Shoujo,Smut",Ongoing,4.06,https://avt.mkklcdnv6temp.com/49/j/8-1583480064.jpg
Fumikiri Jikan,Chapter 38 : Together With Sensei (3),"Sep 12,18",271,"Comedy,Seinen,Slice of life",Ongoing,4.06,https://avt.mkklcdnv6temp.com/28/y/16-1583494507.jpg
The Best Female Fairy,Chapter 21: Why Can't We Be Together [End],"Sep 10,19",214,"Adventure,Drama,Fantasy,Historical,Supernatural",Ongoing,4.06,https://avt.mkklcdnv6temp.com/9/c/19-1583499432.jpg
Hohoemi No Nichijou,Vol.1 Chapter 6: The Ocean In The East + Extra,"Feb 05,20",185,"Romance,Yaoi",Ongoing,4.06,https://avt.mkklcdnv6temp.com/30/k/20-1583502198.jpg
Motto Oshiete,Vol.1 Chapter: Extras,"Oct 23,18",264,"Drama,Romance,Shoujo,Smut",Completed,4.05,https://avt.mkklcdnv6temp.com/20/z/12-1583486589.jpg
Megaren - Megane X Koi,Chapter 4.5,"Nov 02,18",263,"Romance,School life,Shoujo,Smut",Completed,4.05,https://avt.mkklcdnv6temp.com/37/y/10-1583483544.jpg
Lady Snowblood,Vol.04 Chapter 015 : Final Episode - Bamboo's Tears,"Dec 26,17",324,"Action,Drama,Historical,Josei,Mature,Yuri",Completed,4.05,https://avt.mkklcdnv6temp.com/8/v/16-1583493787.jpg
Seduction More Beautiful Than Love,Vol.5 Chapter 15 : Not Going Anywhere [End],"Feb 08,17",358,"Drama,Romance,School life,Shoujo,Slice of life",Completed,4.05,https://avt.mkklcdnv6temp.com/2/y/15-1583491575.jpg
Elysian’S Bride,Chapter 26,"Apr 25,21",13,"Fantasy,Historical,Romance",Ongoing,4.05,https://avt.mkklcdnv6temp.com/32/x/22-1603944914.jpg
Shy,Chapter 72: Mission Complete,"Apr 23,21",18,"Action,Shounen,Supernatural",Ongoing,4.05,https://avt.mkklcdnv6temp.com/6/w/19-1583499342.jpg
Love In Babylon,Chapter 5,"Apr 10,21",32,"Action,Adventure,Drama,Historical,Romance,Tragedy",Ongoing,4.05,https://avt.mkklcdnv6temp.com/45/c/23-1616515138.jpg
Behind The Desks,Chapter 60,"Apr 05,21",35,"Mature,Romance,Slice of life,Smut,Yaoi,Manhwa",Ongoing,4.05,https://avt.mkklcdnv6temp.com/47/g/23-1617119043.jpg
Yuukaikon,Chapter 3: End [End],"Mar 19,21",43,"Drama,Josei,Romance",Ongoing,4.05,https://avt.mkklcdnv6temp.com/38/a/23-1615046562.jpg
Outbride -Ikei Konin-,Chapter 5.2,"Mar 19,21",43,"Fantasy,Harem,Romance,Shoujo,Smut",Ongoing,4.05,https://avt.mkklcdnv6temp.com/48/i/22-1608906345.jpg
Minami-Ke,Chapter 409: Don't Look,"Mar 17,21",48,"Comedy,School life,Seinen,Slice of life",Ongoing,4.05,https://avt.mkklcdnv6temp.com/46/t/2-1583467489.jpg
Moon Falls Mountains And Rivers,Chapter 0,"Mar 16,21",49,"Action,Historical",Ongoing,4.05,https://avt.mkklcdnv6temp.com/41/g/23-1615770390.jpg
Kasouba No Nai Machi Ni Kane Ga Naru Toki,Vol.7 Chapter 89: Bad Joke,"Mar 16,21",50,"Drama,Horror,Mystery,Psychological,Seinen,Supernatural",Ongoing,4.05,https://avt.mkklcdnv6temp.com/15/z/15-1583492037.jpg
Madness Of The Heart,Chapter 16: Hunting Evil (Part 16),"Mar 11,21",59,"Mystery,Shounen ai",Ongoing,4.05,https://avt.mkklcdnv6temp.com/19/p/23-1612322926.jpg
The Supreme Almighty Master,Chapter 1,"Feb 23,21",79,"Ecchi,Harem,School life",Ongoing,4.05,https://avt.mkklcdnv6temp.com/32/b/23-1614052902.jpg
The New Leader Wants To Be Good,Chapter 2,"Feb 12,21",88,"Action,Adventure",Ongoing,4.05,https://avt.mkklcdnv6temp.com/12/n/23-1611977853.jpg
Strongest Abandoned Son,Chapter 174,"Feb 12,21",88,"Action,Adventure,Drama,Fantasy,Martial arts,Mature,Romance,Seinen,Supernatural,Tragedy,Webtoons",Ongoing,4.05,https://avt.mkklcdnv6temp.com/40/g/19-1583500644.jpg
You Are My Destiny,Chapter 57,"Nov 24,20",121,"Comedy,Romance,Shoujo",Ongoing,4.05,https://avt.mkklcdnv6temp.com/31/y/19-1583500353.jpg
Twelve Month Deities,Chapter 49,"Sep 30,20",136,"Action,Comedy,Fantasy,Webtoons",Ongoing,4.05,https://avt.mkklcdnv6temp.com/47/i/19-1583500897.jpg
Forbidden Identity,Chapter 11: Who Are You?,"Sep 17,20",140,Mystery,Ongoing,4.05,https://avt.mkklcdnv6temp.com/49/j/21-1597547879.jpg
I'm A Fake Npc,Chapter 55,"Sep 12,20",141,"Action,Adventure,Comedy,Fantasy",Ongoing,4.05,https://avt.mkklcdnv6temp.com/38/a/17-1583496635.jpg
Sabagebu!,Vol.11 Chapter 27: Final - 3,"Apr 25,20",170,"Action,Shoujo",Ongoing,4.05,https://avt.mkklcdnv6temp.com/10/i/6-1583474523.jpg
Spoiling My Wife Like Honey,Chapter 50,"Apr 06,20",173,"Romance,Webtoons",Ongoing,4.05,https://avt.mkklcdnv6temp.com/45/s/20-1584552313.jpg
Reluctant To Go,Chapter 100,"Feb 04,20",185,"Comedy,Drama,Romance,Shoujo,Manhua",Ongoing,4.05,https://avt.mkklcdnv6temp.com/29/f/20-1583502151.jpg
Strange Tales Of The Republic Of China,Chapter 9: The Enemy Appears,"Mar 22,19",242,"Action,Comedy,Fantasy,Mystery,Supernatural",Ongoing,4.05,https://avt.mkklcdnv6temp.com/29/u/17-1583496333.jpg
Isekai Shoukan-Sareta Ga Kyousei Soukan-Sareta Ore Ha Shikatanaku Yaseru Koto Ni Shita.,Vol.2 Chapter 8,"Mar 19,19",243,"Adventure,Comedy,Fantasy,Romance,Seinen",Ongoing,4.05,https://avt.mkklcdnv6temp.com/19/l/17-1583495959.jpg
Gentlefolk Queen,Chapter 208 [ End ],"Feb 04,20",185,"Comedy,Romance,Shoujo,Webtoons,Manhua",Ongoing,4.05,https://avt.mkklcdnv6temp.com/40/g/16-1583494910.jpg
Ugly Woman’S Harem Code,Chapter 160.5,"Apr 05,21",35,"Historical,Romance,Shoujo,Webtoons,Manhua",Ongoing,4.05,https://avt.mkklcdnv6temp.com/29/h/18-1583498215.jpg
The Poisonous Flower,Chapter 001,"Dec 18,17",330,"Ecchi,One shot,Romance,Shoujo",Completed,4.04,https://avt.mkklcdnv6temp.com/5/d/16-1583493646.jpg
Cohabitation!,Chapter 54 - End,"May 09,17",349,"Adult,Mature,Romance,Seinen,Webtoons,Manhwa",Completed,4.04,https://avt.mkklcdnv6temp.com/10/q/14-1583490122.jpg
Eros In The Stoic,Ch.0,"Jan 20,16",606,"One shot,Yaoi",Completed,4.04,https://avt.mkklcdnv6temp.com/24/a/7-1583477161.jpg
Nine-Yang Emperor,Chapter 34,"Apr 17,21",27,"Adventure,Fantasy,Historical,Martial arts",Ongoing,4.04,https://avt.mkklcdnv6temp.com/5/g/24-1618376722.jpg
One Million Gold,Chapter 25: 400 Years Ago,"Dec 15,20",116,"Comedy,Fantasy,Webtoons",Ongoing,4.04,https://avt.mkklcdnv6temp.com/19/n/20-1583501775.jpg
Hero No Himitsu,Chapter 12: Finale,"Oct 07,20",133,"Action,Comedy,Ecchi,Gender bender,Sci fi,Seinen",Ongoing,4.04,https://avt.mkklcdnv6temp.com/31/e/15-1583492697.jpg
Beauty And The West Chamber,Chapter 27,"Sep 30,20",136,"Drama,Historical",Ongoing,4.04,https://avt.mkklcdnv6temp.com/22/a/22-1601441889.jpg
Capture Of Relationship,Chapter 5.1,"Aug 24,20",146,"Psychological,Shounen ai",Ongoing,4.04,https://avt.mkklcdnv6temp.com/45/u/21-1596771888.jpg
Trash.,Vol.7 Chapter 51: Reminiscence (3),"Aug 20,20",147,"Action,Adult,Ecchi,Psychological,Seinen,Yuri",Ongoing,4.04,https://avt.mkklcdnv6temp.com/11/f/1-1583464100.jpg
Extreme Wastrel,Chapter 1,"Apr 16,20",171,Romance,Ongoing,4.04,https://avt.mkklcdnv6temp.com/2/z/21-1587009560.jpg
I Allow You To Be With Me,Chapter 32,"Jan 19,20",188,"Comedy,Romance,Webtoons",Ongoing,4.04,https://avt.mkklcdnv6temp.com/37/g/19-1583500542.jpg
Non-Aid Relationship,Chapter 1: Falling Into A Nest Of Underwear,"Dec 19,19",195,"Comedy,Romance,Shounen ai,Webtoons,Yaoi",Ongoing,4.04,https://avt.mkklcdnv6temp.com/8/h/20-1583501345.jpg
Comfort The Boy,Chapter 5,"Sep 09,19",214,"School life,Shounen ai,Slice of life",Ongoing,4.04,https://avt.mkklcdnv6temp.com/10/o/19-1583499492.jpg
Rules Of The Top,Chapter 19,"Sep 09,19",214,"Romance,School life,Yuri",Ongoing,4.04,https://avt.mkklcdnv6temp.com/16/z/19-1583499757.jpg
The Sharehouse,Episode 2,"Apr 21,19",237,"Drama,Ecchi,Romance,Webtoons",Ongoing,4.04,https://avt.mkklcdnv6temp.com/20/f/18-1583497890.jpg
Netsushintouritsu,Chapter 3: Thermal Effusivity (Scene 3),"Jul 30,18",276,Yaoi,Ongoing,4.04,https://avt.mkklcdnv6temp.com/39/b/16-1583494868.jpg
